record_id,employee_id,employee_full_name,department,job_title,pay_period_start,pay_period_end,pay_month,base_salary_monthly,bonus,overtime_hours,overtime_pay,deductions,net_pay,pay_date,payment_method,currency_code
324,324,Nariko Taunton,Marketing,VP Sales,3/3/2026,7/21/2026,50,8441.0,3323.92,33.3,2937.89,5475.83,9226.98,11/29/2026,053200064,EUR
325,325,Mannie Pirozzi,Marketing,Safety Technician IV,3/30/2026,1/7/2025,21,17153.32,16338.7,46.8,1432.38,1584.84,33339.56,1/16/2024,242071758,GTQ
326,326,Archie Ardling,Sales,Senior Developer,9/14/2024,5/15/2024,97,10670.99,5715.67,42.9,3053.23,1527.18,17912.71,1/16/2026,112000011,IDR
327,327,Bessie Dunrige,Sales,Editor,2/14/2025,4/7/2024,38,8753.96,19577.35,41.3,4804.64,2104.3,31031.65,9/4/2024,072413560,RUB
328,328,Netty Tothacot,Accounting,Health Coach II,7/7/2024,8/24/2025,15,14695.96,10436.45,0.8,507.3,5593.19,20046.52,7/28/2024,084202248,CNY
329,329,Onfroi Clutram,Product Management,Human Resources Manager,8/29/2026,8/18/2026,4,4609.96,10006.09,35.0,1267.03,2554.23,13328.85,9/20/2025,102104749,CNY
330,330,Elinore Bellsham,Legal,General Manager,5/3/2025,3/18/2026,72,19156.0,19796.69,39.8,4436.19,2813.27,40575.61,11/7/2026,103107402,SEK
331,331,Anissa Dengel,Support,Compensation Analyst,5/12/2026,4/15/2025,26,7324.36,11783.96,46.0,5953.71,1550.86,23511.17,3/15/2026,053112631,CNY
332,332,Merola Hatherall,Services,Office Assistant II,6/14/2026,8/23/2024,67,6757.12,10924.77,23.1,3184.14,466.22,20399.81,1/18/2026,083902374,CNY
333,333,Dorri Meco,Support,Health Coach III,8/19/2026,2/1/2025,81,10105.52,11650.61,16.1,1098.85,7996.69,14858.29,8/13/2025,111316612,CNY
334,334,Neall Geake,Engineering,Nuclear Power Engineer,7/19/2024,11/23/2026,94,7428.17,9151.85,37.8,3608.0,3745.93,16442.09,2/28/2025,221370878,EUR
335,335,Adorne Korbmaker,Sales,Senior Financial Analyst,10/21/2024,11/19/2024,55,19450.82,19099.12,19.2,4846.17,3506.1,39890.01,10/17/2026,111900455,MUR
336,336,Philippe Guiu,Human Resources,Senior Sales Associate,9/9/2024,7/29/2025,37,18218.52,12580.57,31.2,4422.43,6696.38,28525.14,11/18/2025,074905461,CNY
337,337,Rowan Ancketill,Services,Librarian,3/16/2024,9/30/2024,29,9347.0,13820.65,8.5,1903.0,6247.73,18822.92,3/28/2025,061119985,IDR
338,338,Loren Uccello,Training,Director of Sales,2/9/2025,5/23/2025,13,16411.12,1873.63,8.7,733.15,3692.66,15325.24,7/16/2025,091301899,PHP
339,339,Even Hansen,Legal,Professor,7/28/2026,6/2/2024,56,10121.56,16978.03,52.7,1343.57,6391.22,22051.94,6/14/2026,121108959,THB
340,340,Tara Sooley,Accounting,Desktop Support Technician,12/12/2026,10/1/2024,87,17496.52,10017.32,19.5,122.25,2802.78,24833.31,3/11/2024,074902341,CNY
341,341,Siana Lantuff,Legal,Senior Editor,5/6/2025,2/21/2025,77,15826.91,6941.84,22.4,1709.17,5607.3,18870.62,5/8/2026,321180748,IDR
342,342,Shawnee Colin,Accounting,Actuary,10/11/2024,12/26/2024,41,8657.07,16295.07,38.0,3852.78,7963.45,20841.47,6/25/2025,044000642,BRL
343,343,Mariel Cogswell,Business Development,Safety Technician II,8/9/2026,12/3/2024,6,4622.57,7283.18,25.0,330.89,7679.33,4557.31,6/24/2024,231375290,SEK
344,344,Manfred Iwanczyk,Sales,Business Systems Development Analyst,7/8/2024,4/24/2025,9,9030.5,15626.45,39.9,5873.81,588.96,29941.8,6/23/2025,121143891,EUR
345,345,Vincents Pratten,Marketing,Analyst Programmer,11/18/2024,9/8/2024,78,7678.5,17813.93,22.7,2574.36,1453.95,26612.84,4/9/2026,091300036,USD
346,346,Olive Devers,Sales,VP Marketing,11/8/2024,11/28/2025,28,6463.89,7134.41,8.6,4048.36,4013.86,13632.8,8/6/2025,091409704,AFN
347,347,Nikkie Havers,Support,Pharmacist,6/22/2026,9/29/2024,66,9924.44,5909.29,50.1,2750.94,6607.86,11976.81,12/28/2024,113101317,PLN
348,348,Janey Paolicchi,Engineering,Media Manager III,5/9/2026,5/31/2026,93,17014.72,8738.44,26.1,5598.07,1376.12,29975.11,9/16/2025,107004695,USD
349,349,Tore Sinderson,Product Management,Recruiting Manager,12/14/2025,5/26/2025,69,14480.99,6943.69,2.3,1342.56,5515.25,17251.99,11/23/2024,211274450,EUR
350,350,Shell Allington,Accounting,Graphic Designer,10/23/2024,6/11/2024,71,7480.84,2566.34,10.6,5785.93,3870.68,11962.43,1/18/2026,101900588,CDF
351,351,Whitney Daish,Support,Internal Auditor,10/10/2025,11/24/2026,41,12214.02,5586.23,44.9,4339.81,6743.7,15396.36,9/24/2026,221471094,CNY
352,352,Devora Ducket,Legal,VP Quality Control,8/12/2025,8/15/2024,56,15056.85,4609.8,47.1,3658.6,2358.26,20966.99,9/21/2025,255072317,EUR
353,353,Carroll Bettinson,Research and Development,Community Outreach Specialist,2/8/2024,2/12/2026,37,11515.42,15379.5,38.8,3314.37,4303.28,25906.01,1/30/2026,113014909,CNY
354,354,Julian Wildor,Training,Health Coach I,4/8/2025,8/28/2024,3,12666.23,7691.76,55.8,5389.08,539.68,25207.39,1/23/2024,073917887,IDR
355,355,Erskine Challenor,Support,Senior Sales Associate,5/15/2024,4/22/2026,98,18884.63,15571.01,14.8,5155.34,1478.95,38132.03,4/18/2024,042101925,USD
356,356,Alina Flament,Human Resources,Financial Analyst,7/9/2024,2/2/2025,62,4221.7,11465.07,25.1,3392.8,1851.66,17227.91,3/31/2026,063212987,EUR
357,357,Philly Coudray,Support,Chief Design Engineer,9/20/2026,3/3/2025,38,14664.59,17598.19,34.4,3965.68,2390.94,33837.52,2/8/2024,101000967,CNY
358,358,Rodolphe Ryburn,Accounting,Senior Quality Engineer,8/4/2026,12/25/2025,48,10801.86,18320.08,57.5,1193.7,4395.69,25919.95,7/1/2026,071924458,EUR
359,359,Arabelle Vallack,Marketing,Senior Cost Accountant,7/20/2024,4/11/2025,84,10958.39,17787.94,2.5,1129.1,6382.44,23492.99,3/29/2024,091501408,XOF
360,360,Clarine Marjoribanks,Accounting,Database Administrator II,10/17/2026,10/6/2025,17,7344.74,7131.02,52.8,2739.12,3796.4,13418.48,12/5/2024,221971293,UAH
361,361,Lynnett Devonald,Training,Account Representative I,6/1/2026,9/17/2024,68,6897.9,9723.23,28.5,4292.18,4243.67,16669.64,3/22/2024,254070116,IDR
362,362,Jonathon Lenton,Legal,Account Representative I,6/6/2025,12/16/2024,6,3841.31,7790.33,14.5,4234.93,2131.26,13735.31,2/18/2026,052000113,CNY
363,363,Mendie Lammertz,Marketing,Sales Representative,1/14/2024,12/20/2026,29,5596.02,6713.61,38.2,2490.83,3949.93,10850.53,10/7/2025,271974224,IDR
364,364,Deloria Scarce,Support,Staff Scientist,5/14/2025,3/1/2026,81,19808.4,15766.83,24.6,2707.8,428.03,37855,10/8/2025,053112864,EUR
365,365,Worth Rust,Marketing,Research Assistant III,3/9/2024,5/10/2026,35,10851.62,5664.76,13.1,2550.0,6013.64,13052.74,8/12/2025,071002503,EUR
366,366,Daile Fick,Sales,Engineer I,7/11/2024,2/1/2026,76,14674.27,2258.02,42.4,2702.57,509.73,19125.13,8/16/2024,103000800,JPY
367,367,Florri Donner,Services,Technical Writer,8/10/2026,5/4/2026,38,11757.2,41.95,35.3,3424.55,1565.4,13658.3,11/6/2025,062201533,IDR
368,368,Iormina Murdy,Marketing,Software Consultant,9/27/2024,4/15/2026,48,8254.17,12390.81,41.1,3158.24,4666.25,19136.97,8/28/2024,021110209,USD
369,369,Laurena Pagram,Business Development,Associate Professor,6/27/2025,4/18/2024,68,18881.54,13057.94,17.1,1837.44,5618.78,28158.14,12/9/2025,221572838,CNY
370,370,Dana Kenn,Engineering,Programmer Analyst IV,6/23/2025,11/2/2025,53,18550.21,16517.29,55.5,2029.1,1841.7,35254.9,3/29/2026,114922265,XOF
371,371,Russell McCambrois,Business Development,Dental Hygienist,12/31/2025,4/30/2024,84,19100.61,6577.48,12.3,5476.25,1402.34,29752,7/17/2024,111921777,EUR
372,372,Guido Sussems,Accounting,Assistant Media Planner,9/15/2025,12/12/2026,97,3220.58,11912.36,26.1,3994.81,7550.41,11577.34,1/29/2024,072013915,USD
373,373,Morry Morston,Sales,Nurse,11/3/2026,3/1/2024,36,9704.21,19475.98,56.6,5878.26,6188.89,28869.56,9/11/2026,104914160,YER
374,374,Osmund California,Sales,Geological Engineer,10/11/2025,10/20/2025,3,7303.49,15209.85,57.7,3225.12,1369.68,24368.78,5/4/2025,114921842,SEK
375,375,Jackelyn Kennally,Business Development,Safety Technician II,1/29/2026,3/23/2024,2,16853.57,14836.94,35.8,416.9,348.29,31759.12,3/18/2026,073920777,IDR
376,376,Glynis Shaefer,Product Management,Chief Design Engineer,8/24/2025,3/16/2024,57,10256.84,9486.79,12.8,3154.23,2529.2,20368.66,9/29/2024,253170253,USD
377,377,Marcello Baggalley,Services,Human Resources Manager,4/1/2024,5/6/2024,44,7245.08,8576.92,22.2,180.6,5796.07,10206.53,1/22/2025,071922696,UAH
378,378,Alley Canadine,Human Resources,Computer Systems Analyst I,8/30/2024,9/17/2026,53,12234.4,17441.72,28.8,2561.66,7265.64,24972.14,10/23/2026,101901820,ZAR
379,379,Hurleigh Phonix,Accounting,GIS Technical Architect,6/27/2025,9/19/2026,62,13567.6,7926.93,10.7,2208.76,7124.65,16578.64,3/13/2024,114911807,BRL
380,380,Letisha Rossborough,Legal,Account Executive,8/18/2025,1/31/2026,78,12145.29,9791.58,40.3,5562.63,6310.87,21188.63,7/15/2025,026007906,SEK
381,381,Stace Hablot,Product Management,Marketing Assistant,5/3/2026,7/11/2025,77,17317.97,7576.33,57.0,2187.65,7722.23,19359.72,2/13/2025,042107068,THB
382,382,Xerxes Eglese,Sales,Help Desk Technician,8/1/2026,5/8/2026,86,3220.08,16028.29,22.4,4870.7,5633.15,18485.92,9/17/2026,043309632,IDR
383,383,Anne-marie Thonason,Legal,Clinical Specialist,7/21/2026,6/28/2025,66,2919.46,17726.27,16.9,3544.91,1010.14,23180.5,1/18/2024,091071608,MYR
384,384,Granthem Puttick,Legal,Programmer II,7/14/2024,2/4/2025,33,5991.57,15189.73,5.3,3938.56,6141.15,18978.71,5/2/2024,026073082,RUB
385,385,Jeremiah Cottingham,Marketing,Product Engineer,2/12/2025,5/29/2026,37,17100.71,7270.81,3.2,135.42,3800.76,20706.18,6/14/2024,267084199,CNY
386,386,Gavra Thompsett,Support,Marketing Manager,7/24/2025,6/6/2024,47,12649.19,9950.06,35.3,3862.81,5388.76,21073.3,1/21/2026,063216307,DOP
387,387,Camille Wathell,Support,Assistant Manager,10/5/2025,1/6/2026,36,4806.08,3185.61,22.6,5889.22,1816.7,12064.21,1/23/2024,271970147,CNY
388,388,Emery Gothard,Business Development,Food Chemist,9/8/2026,2/28/2024,47,10206.71,13574.59,4.5,1630.35,6243.02,19168.63,1/19/2026,073906005,UGX
389,389,Dru Schirok,Training,Occupational Therapist,1/19/2024,3/8/2025,56,10791.4,7350.06,38.5,4172.0,648.39,21665.07,3/18/2024,042100272,CNY
390,390,Florence Karchewski,Human Resources,Financial Advisor,5/6/2025,11/7/2024,65,4882.46,17340.82,41.0,5062.89,7553.08,19733.09,4/5/2025,053103637,CNY
391,391,Leela Simla,Sales,Senior Quality Engineer,5/30/2026,10/3/2024,14,4669.77,1012.7,13.7,4215.0,3743.19,6154.28,1/16/2024,103912956,KRW
392,392,Avrom Jellico,Sales,Geological Engineer,7/22/2024,2/12/2026,5,17981.91,8586.55,43.0,5604.01,7579.42,24593.05,8/10/2025,073902766,BWP
393,393,Alli Willard,Services,Human Resources Manager,10/27/2025,11/3/2026,84,17122.36,16532.6,12.1,2149.42,4934.33,30870.05,12/3/2025,021202175,NZD
394,394,Marice Bambra,Training,Database Administrator II,3/22/2025,6/23/2025,53,2697.23,14733.18,0.7,266.55,6344.08,11352.88,8/17/2024,104900323,RUB
395,395,Thorny Dever,Engineering,Senior Sales Associate,2/20/2026,10/31/2026,14,9029.89,5889.74,49.9,3719.53,218.35,18420.81,2/26/2025,053112437,CNY
396,396,Rabbi Lethley,Sales,Nuclear Power Engineer,3/2/2024,8/7/2024,20,13644.3,4254.93,22.1,3841.78,486.83,21254.18,6/13/2026,104900349,IDR
397,397,Deeyn Coweuppe,Engineering,Environmental Tech,9/13/2025,8/21/2024,25,4360.16,1049.19,58.7,5920.01,4186.95,7142.41,4/5/2026,241271180,CNY
398,398,Koralle Carthy,Human Resources,Analyst Programmer,1/5/2026,10/18/2024,19,9114.58,7066.45,20.2,815.6,2153.13,14843.5,2/9/2024,065202791,USD
399,399,Karmen Dirr,Sales,Programmer Analyst I,5/18/2024,6/15/2026,70,12973.79,12336.89,28.1,2125.7,76.18,27360.2,10/6/2026,021272626,IDR
400,400,Gordy Galey,Sales,Administrative Assistant III,7/17/2025,12/28/2025,61,5278.23,2966.8,32.3,3281.18,4327.66,7198.55,5/18/2026,031301053,EUR
401,401,Ilise Dalmon,Training,Physical Therapy Assistant,8/30/2026,8/12/2026,23,19439.65,6115.97,32.3,5628.28,713.8,30470.1,12/23/2025,064005203,IDR
402,402,Doralynne Potkins,Business Development,Senior Quality Engineer,8/16/2026,3/5/2026,23,10415.39,1506.4,44.3,2355.66,530.97,13746.48,8/6/2026,051405405,IDR
403,403,Gwenora Novichenko,Product Management,Data Coordinator,6/11/2025,2/25/2025,17,15506.04,17629.36,34.7,1861.45,3568.57,31428.28,2/28/2026,065402517,CNY
404,404,Laurel Hyndley,Product Management,Executive Secretary,9/23/2025,3/27/2024,31,12724.28,788.48,43.6,756.32,6568.92,7700.16,7/14/2026,064103105,IDR
405,405,Nari Colliver,Human Resources,Graphic Designer,1/27/2025,12/10/2024,78,15363.08,4803.6,54.9,4787.33,7817.11,17136.9,7/18/2025,063108732,CNY
406,406,Jean Guille,Services,Actuary,10/25/2025,10/15/2025,93,7690.91,11031.31,15.5,2450.9,7532.83,13640.29,1/15/2025,043002900,SEK
407,407,Nicolette Eisikowitch,Business Development,Senior Cost Accountant,5/11/2024,1/30/2025,95,13356.52,15132.75,15.2,3794.15,4050.06,28233.36,8/10/2026,043002900,EUR
408,408,Esteban Waterman,Support,Food Chemist,4/14/2024,5/30/2026,13,10112.48,7428.02,33.7,5103.68,4774.53,17869.65,1/22/2026,075902722,USD
409,409,Terra Ducker,Human Resources,Occupational Therapist,11/13/2024,12/14/2024,14,13705.63,10646.75,50.8,4664.46,4047.91,24968.93,8/28/2026,102005916,CNY
410,410,Gerek Parrish,Product Management,Biostatistician III,4/1/2025,8/19/2024,77,9930.59,14501.56,5.4,3523.79,6891.77,21064.17,10/16/2025,092900736,AFN
411,411,Almeda Alforde,Services,Operator,12/29/2026,4/25/2025,54,5517.9,10851.24,25.5,1054.32,3983.01,13440.45,7/2/2025,114024969,IDR
412,412,Rockey Tremoille,Engineering,Business Systems Development Analyst,3/25/2024,3/3/2026,49,12607.52,4679.57,17.3,3298.99,3499.2,17086.88,5/6/2026,031207937,RUB
413,413,Adi Riatt,Sales,Physical Therapy Assistant,3/28/2026,6/13/2026,2,5240.31,10801.28,39.2,1010.21,7025.75,10026.05,8/16/2026,041203824,CNY
414,414,Sophie Prevost,Business Development,Occupational Therapist,6/21/2025,10/19/2024,81,7120.04,4567.07,52.4,2808.09,6465.5,8029.7,9/22/2025,313170957,NGN
415,415,Jude Barnhill,Services,Marketing Assistant,12/2/2025,1/2/2024,40,8112.45,11000.07,6.4,4459.66,5092.28,18479.9,3/21/2026,121181730,CNY
416,416,Doretta Maffione,Legal,Director of Sales,2/15/2026,1/26/2026,33,14317.41,2320.14,57.7,176.61,6826.96,9987.2,11/27/2024,052101106,MXN
417,417,Sharyl Casbourne,Business Development,Assistant Media Planner,11/9/2024,1/8/2024,92,19295.44,3017.53,5.8,2591.11,7056.92,17847.16,8/20/2025,211170046,JPY
418,418,Rey Forder,Support,Pharmacist,8/2/2024,1/21/2025,26,3332.51,16816.14,7.3,1107.08,3324.14,17931.59,10/6/2026,104113628,CNY
419,419,Gilli Mileham,Human Resources,Computer Systems Analyst IV,2/24/2026,12/14/2025,80,17962.71,5794.55,15.9,2380.46,7602.37,18535.35,11/14/2024,104103683,EUR
420,420,Mikel Planks,Services,General Manager,12/26/2024,9/16/2026,71,5198.55,7687.58,40.7,635.95,4338.2,9183.88,9/28/2026,113010217,IDR
421,421,Shandra Coulson,Sales,Senior Editor,7/18/2026,10/27/2025,63,3146.19,6482.83,12.0,2215.0,7330.19,4513.83,7/31/2026,021213177,EUR
422,422,Dietrich Baynton,Services,Senior Editor,11/15/2026,8/7/2024,94,17776.49,5845.33,9.9,4332.03,3363.34,24590.51,7/12/2026,042107068,MNT
423,423,Jaine McCaskill,Accounting,Business Systems Development Analyst,6/24/2026,5/23/2025,55,18402.69,14192.82,17.5,455.56,7111.78,25939.29,11/13/2026,041204166,RUB
424,424,Chloe Caughan,Support,Sales Representative,4/13/2025,2/28/2025,95,10977.75,651.04,56.7,1056.31,354.68,12330.42,10/15/2026,104904277,AMD
425,425,Inger Brothwood,Business Development,Senior Sales Associate,12/14/2025,5/12/2026,40,16525.28,5474.62,49.5,2900.76,3934.42,20966.24,4/8/2025,113122804,RUB
426,426,Marigold Grandham,Training,Civil Engineer,5/12/2024,10/29/2024,57,4429.4,12260.71,5.8,3240.09,1626.39,18303.81,8/30/2024,053104869,EUR
427,427,Lizabeth Binney,Training,Clinical Specialist,12/8/2025,2/11/2024,96,5489.92,5103.91,18.5,2598.99,2397.43,10795.39,10/15/2024,122237748,PHP
428,428,Rosana McTrustram,Business Development,Web Developer III,10/12/2024,1/22/2026,96,19870.51,11359.14,19.7,5478.88,6139.05,30569.48,10/2/2026,083907324,NGN
429,429,Marnie Bouldstridge,Research and Development,Quality Engineer,9/6/2026,12/18/2025,73,9151.3,391.73,28.2,1108.2,2985.36,7665.87,7/9/2024,031000040,CNY
430,430,Bell Meredyth,Sales,Software Engineer II,3/15/2026,3/13/2026,31,8422.61,4292.39,3.1,4361.61,6574.85,10501.76,2/1/2026,073900580,IDR
431,431,Burty Cottisford,Legal,Senior Editor,2/14/2026,1/29/2024,33,13916.9,17800.14,44.8,1714.52,5181.06,28250.5,3/22/2024,104104750,EUR
432,432,Brocky Cordeix,Support,Nuclear Power Engineer,6/12/2025,4/3/2025,13,7117.43,5483.8,7.1,2396.85,4128.97,10869.11,1/16/2024,083908174,PLN
433,433,Teressa Crosoer,Training,Junior Executive,11/26/2026,1/23/2024,88,8004.02,6174.77,7.5,1257.03,5289.54,10146.28,6/5/2025,031100908,RUB
434,434,Bax Signoret,Accounting,Director of Sales,6/26/2026,8/13/2026,40,5604.75,3760.73,23.4,3073.1,2992.18,9446.4,5/3/2024,111901454,EUR
435,435,Reeba Cuttles,Services,Analyst Programmer,8/6/2025,10/20/2024,32,10507.67,14682.74,41.7,2748.03,4124.12,23814.32,8/12/2025,101115030,CAD
436,436,Morganne Rounsefull,Accounting,VP Accounting,6/10/2024,12/25/2026,62,9027.71,6269.94,43.2,4991.33,1021.87,19267.11,10/19/2025,062200783,EUR
437,437,Nappie Salandino,Research and Development,Nurse,7/26/2025,3/31/2025,61,5863.86,4819.94,38.1,4335.93,574.24,14445.49,7/8/2026,063108732,ZMW
438,438,Jennilee Garrattley,Legal,Geological Engineer,3/1/2026,12/6/2024,54,15785.17,10718.72,49.2,5754.91,147.83,32110.97,10/19/2025,104903498,IDR
439,439,Edik Nix,Marketing,Quality Engineer,5/22/2025,4/2/2026,28,19960.7,12416.48,56.9,1208.84,7594.32,25991.7,6/13/2026,103000800,IDR
440,440,Spenser Dietsche,Engineering,Automation Specialist I,12/8/2026,12/18/2024,64,8191.56,8745.23,2.0,5570.38,6608.39,15898.78,5/26/2024,091407667,CNY
441,441,Earlie Leban,Sales,Systems Administrator IV,3/23/2026,9/3/2024,36,6701.8,6943.6,2.8,2896.99,3931.96,12610.43,5/12/2025,065200722,EUR
442,442,Karisa Casperri,Legal,Health Coach IV,2/25/2024,9/24/2024,41,7936.59,5259.14,10.5,613.67,4336.92,9472.48,8/25/2024,053207122,CNY
443,443,Garvin Chalker,Product Management,Dental Hygienist,4/18/2024,12/8/2024,68,10012.84,16964.63,55.3,4269.1,357.46,30889.11,3/20/2024,031310510,CUP
444,444,Mayer Schimke,Product Management,Financial Advisor,7/29/2025,9/1/2026,36,6175.22,7365.85,12.0,5551.74,4499.66,14593.15,5/21/2025,053100494,EUR
445,445,Umberto Paz,Training,Environmental Tech,2/26/2025,10/7/2026,55,19355.11,15664.1,12.3,106.11,1477.4,33647.92,3/13/2026,322281057,CUP
446,446,Pavia Beavington,Services,Environmental Specialist,1/14/2024,3/3/2024,40,7490.3,17644.55,26.7,5762.91,1246.67,29651.09,3/2/2025,031308564,HKD
447,447,Berkie Ornillos,Research and Development,Account Executive,7/12/2026,12/27/2025,16,3355.19,1339.04,33.9,316.23,2343.28,2667.18,11/5/2025,041202511,ALL
448,448,Mandie Gillett,Support,Graphic Designer,11/1/2026,7/15/2025,16,7298.01,9954.09,40.5,5802.65,5496.87,17557.88,10/29/2026,226070364,IDR
449,449,Gearard Heighway,Business Development,Staff Accountant I,5/13/2024,10/17/2026,98,19766.73,18421.63,1.9,2388.55,4529.32,36047.59,1/23/2026,114025599,EUR
450,450,Ferdy Dukes,Marketing,Engineer I,1/1/2026,9/14/2026,100,5265.63,15212.56,33.8,4588.67,6912.33,18154.53,8/16/2026,125100607,BRL
451,451,Jewel Lamberti,Services,Registered Nurse,8/10/2026,1/30/2024,22,7100.07,6699.84,3.6,2051.7,1860.51,13991.1,11/10/2024,111903999,EUR
452,452,Stuart Enderby,Services,Product Engineer,8/30/2024,12/26/2026,66,11013.82,9549.42,42.1,2679.46,5830.64,17412.06,11/15/2026,124303065,THB
453,453,Ikey Libreros,Accounting,Food Chemist,7/22/2025,8/9/2026,28,7087.12,19204.54,43.4,4273.8,3016.36,27549.1,6/26/2026,113105070,IDR
454,454,Haskell Cockrell,Accounting,Director of Sales,6/18/2025,6/27/2024,41,12380.49,1587.98,8.4,2009.69,5888.55,10089.61,7/24/2025,073903749,PEN
455,455,Larine Morley,Support,Product Engineer,4/26/2026,3/16/2025,99,18798.03,17151.86,45.5,4487.57,7528.47,32908.99,3/23/2025,067003778,PLN
456,456,Miriam Addekin,Legal,Speech Pathologist,2/4/2024,2/7/2024,97,6184.07,17060.65,20.1,4173.05,5031.68,22386.09,8/18/2026,101003317,CNY
457,457,Kristin Chapelhow,Services,Editor,7/21/2024,11/12/2026,100,9750.6,2529.18,34.2,5612.81,962.3,16930.29,5/8/2026,067092310,CNY
458,458,Erik Basindale,Legal,Accounting Assistant II,3/25/2025,2/1/2024,28,2938.08,18881.47,58.5,4911.31,6192.96,20537.9,1/1/2025,125108065,BRL
459,459,Stillmann Sandbatch,Human Resources,Senior Developer,7/3/2026,10/20/2025,27,12148.98,5435.98,5.3,2314.82,1810.08,18089.7,5/7/2025,042200295,BRL
460,460,Kliment Stouther,Marketing,Business Systems Development Analyst,10/27/2024,9/29/2024,87,12209.77,5644.94,46.3,2251.79,1266.03,18840.47,2/28/2024,102101616,RUB
461,461,Florance Haill,Training,Social Worker,7/20/2024,5/3/2024,48,19331.98,3767.01,7.5,3885.65,2090.28,24894.36,11/5/2026,042107657,CLP
462,462,Kerianne Obern,Engineering,Analyst Programmer,4/21/2026,2/14/2024,80,13261.38,14602.05,0.4,5589.61,4643.84,28809.2,11/1/2026,221380114,IDR
463,463,Suzanna Love,Sales,Engineer I,8/26/2024,10/30/2025,86,6319.89,12925.56,7.4,3713.7,7198.46,15760.69,6/19/2024,091903844,PHP
464,464,Falito Bulleyn,Training,Structural Engineer,5/23/2026,7/16/2026,27,7550.41,13688.93,53.1,2249.15,67.98,23420.51,12/16/2026,111325823,EUR
465,465,Darby Marrill,Business Development,Environmental Tech,7/27/2026,7/17/2024,71,16706.88,19047.62,8.1,3399.54,2282.12,36871.92,6/24/2024,026007773,CNY
466,466,Paige Quarrell,Accounting,Physical Therapy Assistant,10/27/2026,8/28/2026,24,9697.86,13825.15,41.5,1202.34,7310.62,17414.73,10/17/2025,104113343,XOF
467,467,Peter Streatfeild,Legal,Desktop Support Technician,6/29/2024,7/4/2026,9,4249.59,15848.8,42.5,5847.78,1135.1,24811.07,2/24/2026,091014898,CNY
468,468,Kendall Ridolfo,Marketing,Actuary,12/18/2025,1/6/2025,47,19865.46,7509.97,27.9,373.38,1681.67,26067.14,3/29/2024,221970346,CNY
469,469,Jennette Trusty,Services,VP Product Management,2/7/2025,8/29/2024,85,6936.16,17276.67,43.8,4321.5,1384.14,27150.19,5/11/2025,061113017,EUR
470,470,Dyan Garces,Training,Information Systems Manager,1/7/2026,5/30/2024,5,11644.48,3506.98,8.1,195.54,1340.22,14006.78,10/10/2025,041202003,BSD
471,471,Silvano Clewer,Sales,Environmental Tech,6/19/2026,4/2/2026,80,8514.33,16282.28,59.3,3870.95,5368.08,23299.48,6/6/2026,052100893,EUR
472,472,Nicola Broggelli,Accounting,Structural Engineer,5/25/2025,1/11/2024,74,10218.81,4429.45,29.4,2980.87,5954.69,11674.44,7/12/2024,042102018,EUR
473,473,Tadeo Simcox,Training,Account Coordinator,5/25/2026,3/9/2026,69,19349.1,8654.15,20.5,215.57,4662.65,23556.17,3/17/2025,071922696,CNY
474,474,Clemmie Shurville,Sales,Systems Administrator III,10/25/2025,10/28/2025,84,8131.79,15660.61,41.1,919.64,3974.7,20737.34,10/30/2026,291481483,CNY
475,475,Doretta Desforges,Product Management,Chemical Engineer,11/3/2024,10/5/2025,13,7866.95,17393.78,21.4,527.67,28.5,25759.9,1/8/2025,021200407,EUR
476,476,Dynah Geill,Engineering,Cost Accountant,9/5/2025,7/14/2024,61,5024.47,17828.78,38.2,2837.03,4823.48,20866.8,8/26/2025,042107738,EUR
477,477,Hubie Baumber,Accounting,Recruiting Manager,11/12/2024,3/17/2024,95,8150.85,1378.84,41.0,3790.39,5054.87,8265.21,7/29/2026,051403517,IDR
478,478,Lemuel Halfacre,Training,Speech Pathologist,3/1/2026,10/21/2024,12,2946.64,16563.25,3.6,853.34,1525.21,18838.02,4/14/2025,053201607,CAD
479,479,Bobbette De Marchi,Business Development,Statistician I,12/16/2025,1/4/2024,33,7088.98,1296.27,47.0,4846.26,4878.09,8353.42,1/21/2024,081905344,IDR
480,480,Drona Stute,Legal,Research Assistant II,7/15/2024,7/13/2024,81,16493.93,15767.28,16.8,2727.3,4786.57,30201.94,1/14/2026,114902683,BRL
481,481,Margarette O'Neary,Sales,Payment Adjustment Coordinator,12/31/2024,2/12/2024,87,18349.21,791.17,16.0,5906.32,5595.6,19451.1,7/13/2024,091014898,LTL
482,482,Tansy Lieb,Accounting,Office Assistant I,2/9/2025,6/22/2026,12,7498.43,10937.3,22.3,2196.83,5587.2,15045.36,7/20/2026,051503938,BRL
483,483,Frederica Pleasance,Marketing,Professor,1/19/2025,12/2/2025,19,14214.17,2796.33,49.2,379.41,3308.65,14081.26,2/22/2024,036076150,CNY
484,484,Nicolea Sexton,Human Resources,Environmental Specialist,1/9/2024,11/18/2024,67,13336.17,3141.17,46.3,957.34,2124.55,15310.13,6/1/2024,112000150,EUR
485,485,Tommy Koubek,Human Resources,Physical Therapy Assistant,9/11/2024,10/10/2026,36,7192.66,11828.93,22.7,2407.7,5529.34,15899.95,1/13/2024,073922678,CAD
